   DATE        X           sigmaX     Y         sigmaY
58793.0000      0.160      0.046      0.180      0.049 
58794.0000      0.156      0.046      0.143      0.049 
58795.0000      0.145      0.047      0.111      0.049 
58796.0000      0.125      0.047      0.097      0.050 
58797.0000      0.101      0.048      0.098      0.051 
58798.0000      0.076      0.049      0.111      0.053 
58799.0000      0.051      0.050      0.134      0.054 
58800.0000      0.032      0.049      0.176      0.053 
58801.0000      0.019      0.047      0.223      0.050 
58802.0000      0.011      0.046      0.262      0.048 
58803.0000      0.014      0.045      0.260      0.048 
58804.0000      0.026      0.045      0.233      0.048 
58805.0000      0.044      0.045      0.199      0.047 
58806.0000      0.069      0.045      0.166      0.047 
58807.0000      0.108      0.045      0.163      0.047 
58808.0000      0.148      0.046      0.171      0.048 
58809.0000      0.177      0.046      0.181      0.048 
58810.0000      0.166      0.045      0.174      0.048 
58811.0000      0.128      0.041      0.161      0.044 
58812.0000      0.080      0.037      0.155      0.039 
58813.0000      0.030      0.036      0.162      0.037 
58814.0000     -0.013      0.040      0.192      0.042 
58815.0000     -0.037      0.042      0.213      0.044 
58816.0000     -0.036      0.042      0.211      0.044 
58817.0000     -0.018      0.042      0.194      0.044 
58818.0000      0.012      0.043      0.167      0.044 
58819.0000      0.051      0.045      0.133      0.047 
58820.0000      0.093      0.047      0.098      0.050 
58821.0000      0.134      0.048      0.064      0.050 
58822.0000      0.169      0.048      0.036      0.051 
58823.0000      0.194      0.048      0.019      0.051 
58824.0000      0.130      0.051      0.075      0.054 
58825.0000      0.062      0.063      0.137      0.072 
58826.0000      0.036      0.077      0.170      0.092 
58827.0000      0.068      0.081      0.162      0.097 
58828.0000      0.184      0.098      0.094      0.130 
58829.0000      0.221      0.088      0.064      0.116 
58830.0000      0.171      0.060      0.082      0.071 
58831.0000      0.170      0.054      0.113      0.062 
58832.0000      0.215      0.054      0.146      0.061 
58833.0000      0.264      0.051      0.174      0.057 
58834.0000      0.300      0.049      0.187      0.055 
58835.0000      0.306      0.049      0.176      0.054 
58836.0000      0.227      0.048      0.108      0.053 
58837.0000      0.137      0.047      0.028      0.050 
58838.0000      0.112      0.049     -0.025      0.052 
58839.0000      0.141      0.057     -0.050      0.061 
58840.0000      0.190      0.070     -0.053      0.076 
58841.0000      0.240      0.074     -0.035      0.081 
58842.0000      0.230      0.074      0.021      0.082 
58843.0000      0.202      0.074      0.088      0.084 
58844.0000      0.177      0.074      0.146      0.086 
58845.0000      0.187      0.073      0.137      0.086 
58846.0000      0.220      0.071      0.089      0.086 
58847.0000      0.264      0.067      0.033      0.087 
58848.0000      0.311      0.066     -0.015      0.087 
58849.0000      0.358      0.063     -0.007      0.082 
58850.0000      0.397      0.054      0.024      0.068 
58851.0000      0.424      0.048      0.061      0.059 
58852.0000      0.398      0.047      0.079      0.058 
58853.0000      0.337      0.045      0.083      0.054 
58854.0000      0.266      0.040      0.080      0.046 
58855.0000      0.196      0.037      0.070      0.041 
58856.0000      0.139      0.036      0.056      0.039 
58857.0000      0.122      0.035      0.035      0.038 
58858.0000      0.120      0.034      0.015      0.035 
58859.0000      0.117      0.034      0.006      0.035 
58860.0000      0.114      0.035      0.008      0.037 
58861.0000      0.112      0.038      0.021      0.039 
58862.0000      0.114      0.039      0.044      0.040 
58863.0000      0.097      0.054      0.140      0.055 
58864.0000      0.116      0.073      0.161      0.074 
58865.0000      0.217      0.056     -0.005      0.056 
58866.0000      0.281      0.048     -0.142      0.049 
58867.0000      0.266      0.046     -0.158      0.047 
58868.0000      0.211      0.039     -0.107      0.040 
58869.0000      0.146      0.033     -0.023      0.034 
58870.0000      0.096      0.032      0.063      0.033 
58871.0000      0.125      0.032      0.087      0.033 
58872.0000      0.176      0.032      0.093      0.033 
58873.0000      0.229      0.032      0.095      0.033 
58874.0000      0.277      0.032      0.092      0.033 
58875.0000      0.314      0.032      0.085      0.033 
58876.0000      0.334      0.032      0.075      0.033 
58877.0000      0.303      0.032      0.058      0.033 
58878.0000      0.254      0.032      0.040      0.034 
58879.0000      0.208      0.032      0.023      0.034 
58880.0000      0.212      0.032      0.022      0.034 
58881.0000      0.246      0.032      0.028      0.034 
58882.0000      0.287      0.032      0.037      0.033 
58883.0000      0.325      0.031      0.044      0.033 
58884.0000      0.331      0.032      0.043      0.033 
58885.0000      0.321      0.034      0.036      0.035 
58886.0000      0.303      0.036      0.025      0.036 
58887.0000      0.285      0.047     -0.013      0.044 
58888.0000      0.265      0.101     -0.055      0.082 
58889.0000      0.239      0.171     -0.082      0.131 
58890.0000      0.206      0.194     -0.078      0.147 
58891.0000      0.122      0.536      0.032      0.386 
58892.0000      0.091      0.979      0.112      0.696 
58893.0000      0.196      0.576      0.066      0.414 
58894.0000      0.297      0.391     -0.002      0.286 
58895.0000      0.334      0.294     -0.040      0.218 
58896.0000      0.338      0.121     -0.060      0.096 
58897.0000      0.323      0.049     -0.062      0.046 
58898.0000      0.329      0.043     -0.041      0.041 
58899.0000      0.338      0.038     -0.009      0.039 
58900.0000      0.340      0.035      0.024      0.037 
58901.0000      0.328      0.034      0.038      0.036 
58902.0000      0.307      0.034      0.038      0.036 
58903.0000      0.285      0.033      0.032      0.035 
58904.0000      0.266      0.033      0.025      0.035 
58905.0000      0.261      0.034      0.022      0.036 
58906.0000      0.265      0.035      0.020      0.037 
58907.0000      0.272      0.036      0.019      0.038 
58908.0000      0.285      0.036      0.016      0.038 
58909.0000      0.299      0.036      0.013      0.038 
58910.0000      0.314      0.036      0.010      0.039 
58911.0000      0.327      0.036      0.008      0.039 
58912.0000      0.335      0.036      0.012      0.039 
58913.0000      0.338      0.036      0.014      0.038 
58914.0000      0.335      0.036      0.009      0.038 
58915.0000      0.311      0.036     -0.032      0.037 
58916.0000      0.278      0.035     -0.089      0.037 
58917.0000      0.246      0.034     -0.140      0.036 
58918.0000      0.222      0.034     -0.173      0.036 
58919.0000      0.230      0.034     -0.142      0.036 
58920.0000      0.253      0.034     -0.082      0.037 
58921.0000      0.279      0.035     -0.014      0.037 
58922.0000      0.296      0.034      0.044      0.037 
58923.0000      0.306      0.034      0.087      0.036 
58924.0000      0.309      0.032      0.113      0.034 
58925.0000      0.304      0.032      0.114      0.033 
58926.0000      0.280      0.032      0.057      0.033 
58927.0000      0.251      0.032     -0.024      0.034 
58928.0000      0.227      0.032     -0.105      0.034 
58929.0000      0.241      0.032     -0.149      0.034 
58930.0000      0.274      0.032     -0.164      0.034 
58931.0000      0.307      0.032     -0.160      0.033 
58932.0000      0.329      0.031     -0.138      0.033 
58933.0000      0.295      0.031     -0.088      0.033 
58934.0000      0.243      0.032     -0.028      0.033 
58935.0000      0.196      0.032      0.026      0.034 
58936.0000      0.206      0.032      0.043      0.034 
58937.0000      0.248      0.032      0.033      0.034 
58938.0000      0.294      0.032      0.008      0.033 
58939.0000      0.330      0.032     -0.028      0.033 
58940.0000      0.305      0.032     -0.073      0.033 
58941.0000      0.257      0.032     -0.120      0.034 
58942.0000      0.208      0.032     -0.160      0.034 
58943.0000      0.206      0.032     -0.171      0.034 
58944.0000      0.228      0.032     -0.161      0.034 
58945.0000      0.244      0.032     -0.143      0.034 
58946.0000      0.243      0.032     -0.121      0.034 
58947.0000      0.188      0.032     -0.104      0.034 
58948.0000      0.115      0.032     -0.088      0.035 
58949.0000      0.070      0.032     -0.066      0.035 
58950.0000      0.053      0.032     -0.041      0.035 
58951.0000      0.055      0.032     -0.017      0.034 
58952.0000      0.072      0.032      0.001      0.033 
58953.0000      0.100      0.032      0.010      0.033 
58954.0000      0.137      0.031      0.008      0.033 
58955.0000      0.185      0.032     -0.026      0.033 
58956.0000      0.229      0.032     -0.058      0.034 
58957.0000      0.238      0.032     -0.037      0.034 
58958.0000      0.222      0.032      0.017      0.034 
58959.0000      0.200      0.033      0.070      0.034 
58960.0000      0.184      0.033      0.095      0.034 
58961.0000      0.200      0.033      0.039      0.035 
58962.0000      0.227      0.033     -0.051      0.035 
58963.0000      0.239      0.033     -0.107      0.035 
58964.0000      0.235      0.033     -0.131      0.035 
58965.0000      0.223      0.033     -0.135      0.035 
58966.0000      0.205      0.034     -0.126      0.036 
58967.0000      0.186      0.035     -0.108      0.036 
58968.0000      0.167      0.035     -0.086      0.037 
58969.0000      0.151      0.035     -0.065      0.037 
58970.0000      0.165      0.035     -0.073      0.036 
58971.0000      0.190      0.034     -0.092      0.036 
58972.0000      0.212      0.033     -0.112      0.034 
58973.0000      0.229      0.032     -0.131      0.033 
58974.0000      0.237      0.031     -0.150      0.033 
58975.0000      0.222      0.032     -0.168      0.033 
58976.0000      0.198      0.032     -0.181      0.033 
58977.0000      0.172      0.032     -0.187      0.034 
58978.0000      0.153      0.032     -0.171      0.034 
58979.0000      0.140      0.032     -0.143      0.034 
58980.0000      0.132      0.032     -0.114      0.034 
58981.0000      0.131      0.032     -0.089      0.034 
58982.0000      0.146      0.032     -0.089      0.034 
58983.0000      0.165      0.032     -0.100      0.034 
58984.0000      0.181      0.033     -0.113      0.034 
58985.0000      0.173      0.033     -0.117      0.034 
58986.0000      0.151      0.032     -0.114      0.034 
58987.0000      0.127      0.032     -0.109      0.034 
58988.0000      0.108      0.032     -0.103      0.033 
58989.0000      0.116      0.033     -0.098      0.034 
58990.0000      0.134      0.035     -0.093      0.036 
58991.0000      0.152      0.037     -0.088      0.038 
58992.0000      0.135      0.037     -0.071      0.038 
58993.0000      0.100      0.036     -0.051      0.037 
58994.0000      0.069      0.034     -0.038      0.036 
58995.0000      0.052      0.033     -0.039      0.035 
58996.0000      0.061      0.033     -0.058      0.035 
58997.0000      0.132      0.034     -0.121      0.036 
58998.0000      0.215      0.035     -0.192      0.037 
58999.0000      0.239      0.035     -0.226      0.037 
59000.0000      0.213      0.035     -0.225      0.037 
59001.0000      0.167      0.035     -0.207      0.037 
59002.0000      0.116      0.034     -0.180      0.037 
59003.0000      0.076      0.034     -0.154      0.036 
59004.0000      0.084      0.034     -0.144      0.036 
59005.0000      0.106      0.034     -0.139      0.036 
59006.0000      0.116      0.034     -0.130      0.036 
59007.0000      0.116      0.035     -0.118      0.036 
59008.0000      0.112      0.035     -0.108      0.037 
59009.0000      0.105      0.036     -0.099      0.037 
59010.0000      0.092      0.040     -0.097      0.041 
59011.0000      0.087      0.047     -0.095      0.048 
59012.0000      0.136      0.048     -0.062      0.049 
59013.0000      0.225      0.047     -0.008      0.048 
59014.0000      0.322      0.042      0.048      0.044 
